datetime,value
2000-01-01 00:00:00,5.250487989213818
2000-01-01 00:15:00,5.240980871723616
2000-01-01 00:30:00,5.42368862692486
2000-01-01 00:45:00,5.011351298221823
2000-01-01 01:00:00,5.317674261409832
2000-01-01 01:15:00,5.853287621082964
2000-01-01 01:30:00,4.85588426205518
2000-01-01 01:45:00,5.155975837067015
2000-01-01 02:00:00,5.913801885120186
2000-01-01 02:15:00,5.288575255851528
2000-01-01 02:30:00,5.688037211322739
2000-01-01 02:45:00,4.686226574067671
2000-01-01 03:00:00,5.081553328424826
2000-01-01 03:15:00,5.757268456593549
2000-01-01 03:30:00,4.7899983503335175
2000-01-01 03:45:00,4.914535445612711
2000-01-01 04:00:00,5.328993210226517
2000-01-01 04:15:00,5.475789184286188
2000-01-01 04:30:00,5.090990007748463
2000-01-01 04:45:00,5.777490666128234
2000-01-01 05:00:00,5.398548916135596
2000-01-01 05:15:00,5.075379113809146
2000-01-01 05:30:00,4.993556060102028
2000-01-01 05:45:00,6.959632331664695
2000-01-01 06:00:00,6.1913895998459925
2000-01-01 06:15:00,4.937043084107741
2000-01-01 06:30:00,4.507623887452521
2000-01-01 06:45:00,4.767167102518874
2000-01-01 07:00:00,5.140322104126631
2000-01-01 07:15:00,5.1041193721826605
2000-01-01 07:30:00,4.982113437721898
2000-01-01 07:45:00,5.662526942470155
2000-01-01 08:00:00,7.736586933075655
2000-01-01 08:15:00,5.403868667891187
2000-01-01 08:30:00,5.8481234448776735
2000-01-01 08:45:00,4.626369060529068
2000-01-01 09:00:00,5.873473011670614
2000-01-01 09:15:00,5.789384039408405
2000-01-01 09:30:00,5.000791408551201
2000-01-01 09:45:00,6.662454669450501
2000-01-01 10:00:00,5.191573744058983
2000-01-01 10:15:00,5.424354482579107
2000-01-01 10:30:00,4.803846038745479
2000-01-01 10:45:00,4.759142876221024
2000-01-01 11:00:00,6.114505882812844
2000-01-01 11:15:00,4.996941391695765
2000-01-01 11:30:00,5.380010266390291
2000-01-01 11:45:00,6.102075645802962
2000-01-01 12:00:00,5.583686371562806
2000-01-01 12:15:00,5.330373570837264
2000-01-01 12:30:00,5.009145061983987
2000-01-01 12:45:00,4.923814109972812
2000-01-01 13:00:00,4.997905365614153
2000-01-01 13:15:00,5.479157998287549
2000-01-01 13:30:00,5.909318948163786
2000-01-01 13:45:00,5.30193088431769
2000-01-01 14:00:00,5.14220701710822
2000-01-01 14:15:00,5.288340818839446
2000-01-01 14:30:00,5.86652350655673
2000-01-01 14:45:00,5.229524353923845
2000-01-01 15:00:00,5.566077905278861
2000-01-01 15:15:00,5.848265684380773
2000-01-01 15:30:00,4.947400625426463
2000-01-01 15:45:00,4.626492725455594
2000-01-01 16:00:00,5.16034715399521
2000-01-01 16:15:00,6.493584828208551
2000-01-01 16:30:00,5.735678702971616
2000-01-01 16:45:00,6.815583411309757
2000-01-01 17:00:00,5.582830958350499
2000-01-01 17:15:00,5.308437174580125
2000-01-01 17:30:00,6.081217725511707
2000-01-01 17:45:00,5.823388672756034
2000-01-01 18:00:00,5.364976976196473
2000-01-01 18:15:00,4.906361809536238
2000-01-01 18:30:00,5.1120135656327
2000-01-01 18:45:00,5.437400818541363
2000-01-01 19:00:00,5.247452121805143
2000-01-01 19:15:00,5.290559972934986
2000-01-01 19:30:00,5.082338539733171
2000-01-01 19:45:00,5.176836837198639
2000-01-01 20:00:00,5.816591017743635
2000-01-01 20:15:00,5.412544665831444
2000-01-01 20:30:00,5.177539393999449
2000-01-01 20:45:00,6.995639618204535
2000-01-01 21:00:00,5.672893800922521
2000-01-01 21:15:00,4.64252377515351
2000-01-01 21:30:00,5.091437275217107
2000-01-01 21:45:00,5.813976766681287
2000-01-01 22:00:00,5.910810449673748
2000-01-01 22:15:00,5.525177314068815
2000-01-01 22:30:00,5.782579368780818
2000-01-01 22:45:00,4.833053546941499
2000-01-01 23:00:00,5.357704425563799
2000-01-01 23:15:00,5.301071341564057
2000-01-01 23:30:00,5.329134301036121
2000-01-01 23:45:00,5.387389721391504
2000-01-02 00:00:00,5.591874769354916
