datetime,value,negatives,drops,rel_spike,abs_spike,truncation,high_truncation,high,shifts,qc_flag,nrfa_daily,nrfa_amax,nrfa_pot,consistency_flag
2002-01-01 00:00:00,4.912390667022748,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 00:15:00,5.200692963959437,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 00:30:00,5.466843977607296,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 00:45:00,5.905712674169825,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 01:00:00,4.732574927000926,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 01:15:00,4.910763947019078,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 01:30:00,5.169377617603117,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 01:45:00,4.922858931091681,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 02:00:00,6.176939782663188,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 02:15:00,4.902284259013271,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 02:30:00,4.790998231619486,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 02:45:00,5.477824138445589,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 03:00:00,5.351851055688558,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 03:15:00,7.019779598787028,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 03:30:00,6.054730525206066,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 03:45:00,6.787341083101557,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 04:00:00,4.86994233935298,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 04:15:00,5.416969652693026,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 04:30:00,6.281283660693499,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 04:45:00,5.669223382813139,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 05:00:00,6.684058515704384,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 05:15:00,4.612019599398479,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 05:30:00,5.831474250106568,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 05:45:00,5.5703033313484855,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 06:00:00,5.076417308961892,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 06:15:00,5.29085782751106,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 06:30:00,5.154621981779797,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 06:45:00,5.808486025364374,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 07:00:00,5.026488185453039,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 07:15:00,5.447962244926013,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 07:30:00,5.339230413718832,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 07:45:00,6.2838755670333,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 08:00:00,5.283749991787767,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 08:15:00,5.432628606634203,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 08:30:00,5.9137782479184215,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 08:45:00,4.772521228408107,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 09:00:00,5.594066525711746,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 09:15:00,5.077211700538917,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 09:30:00,5.008733913224787,0,0,0,0,0,0,0,0,0,0,,,0.0
2002-01-01 09:45:00,5.843460200525771,0,0,0,0,0,0,0,0,0,0,,,0.0
