datetime,value,negatives,drops,rel_spike,abs_spike,truncation,high_truncation,high,shifts,qc_flag,nrfa_daily,nrfa_amax,nrfa_pot,consistency_flag
2001-01-01 00:00:00,5.721173898469438,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 00:15:00,5.364415034045297,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 00:30:00,6.220919291113942,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 00:45:00,5.675733362801032,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 01:00:00,5.47706845207872,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 01:15:00,4.667279245047324,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 01:30:00,4.852556472811284,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 01:45:00,5.294162027380702,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 02:00:00,6.291063539279699,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 02:15:00,4.890709238793981,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 02:30:00,5.623858583962833,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 02:45:00,6.040957707114947,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 03:00:00,5.180369311561104,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 03:15:00,4.835484632626449,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 03:30:00,5.18038570968067,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 03:45:00,6.047473984005618,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 04:00:00,5.154787958783997,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 04:15:00,5.335848388347755,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 04:30:00,4.865212742819465,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 04:45:00,5.5490855060304725,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 05:00:00,4.576567472839916,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 05:15:00,5.528680007863093,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 05:30:00,5.245458572632146,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 05:45:00,5.629402418999824,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 06:00:00,5.289531382630138,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 06:15:00,5.535749168146744,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 06:30:00,6.007984615523486,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 06:45:00,5.391296127871901,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 07:00:00,5.085492675525268,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 07:15:00,5.030510530309751,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 07:30:00,5.793174718232316,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 07:45:00,6.147959151321986,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 08:00:00,5.149502707031242,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 08:15:00,4.92879453238227,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 08:30:00,5.398958730426425,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 08:45:00,5.4797890508981215,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 09:00:00,5.026183497584324,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 09:15:00,5.057467820985364,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 09:30:00,4.791098487394934,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 09:45:00,6.2523066709974096,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 10:00:00,5.603025180889008,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 10:15:00,4.897549020079959,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 10:30:00,5.517518522011708,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 10:45:00,5.373613932420198,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 11:00:00,7.694768185321573,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 11:15:00,4.806588638966877,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 11:30:00,5.4347069394121394,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 11:45:00,5.741874217396289,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 12:00:00,5.325651710891243,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 12:15:00,5.206395569061209,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 12:30:00,5.5025009984769255,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 12:45:00,5.492606493754495,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 13:00:00,4.782409779110727,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 13:15:00,5.72391187127549,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 13:30:00,5.48302325882357,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 13:45:00,5.278543387753826,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 14:00:00,5.212554890674888,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 14:15:00,5.207285918411725,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 14:30:00,5.257512795742949,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 14:45:00,5.341551027721339,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 15:00:00,6.824756397176371,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 15:15:00,5.118017363922943,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 15:30:00,5.570800411119528,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 15:45:00,6.419785632337741,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 16:00:00,5.218318124803039,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 16:15:00,6.267394219588848,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 16:30:00,5.325623132934223,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 16:45:00,5.789594118097075,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 17:00:00,5.187802727239482,0,0,0,0,0,0,0,0,0,0,,,0.0
2001-01-01 17:15:00,7.26904695020672,0,0,0,0,0,0,0,0,0,0,,,0.0
