datetime,value,negatives,drops,rel_spike,abs_spike,truncation,high_truncation,high,shifts,qc_flag,nrfa_daily,nrfa_amax,nrfa_pot,consistency_flag
2000-01-01 00:00:00,5.250487989213818,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 00:15:00,5.240980871723616,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 00:30:00,5.42368862692486,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 00:45:00,5.011351298221823,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 01:00:00,5.317674261409832,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 01:15:00,5.853287621082964,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 01:30:00,4.85588426205518,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 01:45:00,5.155975837067015,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 02:00:00,5.913801885120186,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 02:15:00,5.288575255851528,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 02:30:00,5.688037211322739,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 02:45:00,4.686226574067671,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 03:00:00,5.081553328424826,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 03:15:00,5.757268456593549,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 03:30:00,4.7899983503335175,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 03:45:00,4.914535445612711,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 04:00:00,5.328993210226517,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 04:15:00,5.475789184286188,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 04:30:00,5.090990007748463,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 04:45:00,5.777490666128234,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 05:00:00,5.398548916135596,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 05:15:00,5.075379113809146,0,0,0,0,0,0,0,0,0,0,,,0.0
2000-01-01 05:30:00,4.993556060102028,0,0,0,0,0,0,0,0,0,0,,,0.0
