datetime,value
2002-12-31,5.439267301845331
2003-01-01,5.531336713920435
2003-01-02,5.71806650835363
2003-01-03,5.789024715828508
2003-01-04,6.086849644222896
2003-01-05,6.138282590973282
2003-01-06,6.126708238454356
2003-01-07,6.15477182400997
2003-01-08,6.371062131706156
2003-01-09,6.58110028806278
2003-01-10,6.589821006259913
2003-01-11,6.535642726823493
2003-01-12,6.772347520533227
2003-01-13,6.847769616799968
2003-01-14,7.040628741081325
2003-01-15,7.055559174845659
2003-01-16,6.963859701043058
2003-01-17,7.223239632884092
2003-01-18,7.200660972172253
2003-01-19,7.158297033633697
2003-01-20,7.2920520812368705
2003-01-21,7.47338264665209
2003-01-22,7.3166251854183955
2003-01-23,7.320430684421275
2003-01-24,7.450121806324026
2003-01-25,7.44477980244942
2003-01-26,7.435948903775287
2003-01-27,7.435921970580576
2003-01-28,7.503206120890721
2003-01-29,7.203676586811658
2003-01-30,7.449085400960357
2003-01-31,7.302141061155861
2003-02-01,7.329641683337354
2003-02-02,7.354176146054345
2003-02-03,7.312008800754375
2003-02-04,7.121204213100504
2003-02-05,7.084255954999775
2003-02-06,7.034775231901175
2003-02-07,6.896998023433558
2003-02-08,6.886999485542802
2003-02-09,6.799562720664535
2003-02-10,6.771589407543938
2003-02-11,6.640974153337575
2003-02-12,6.648853168679828
2003-02-13,6.406988685765534
2003-02-14,6.310436887984575
2003-02-15,6.222397238109238
2003-02-16,6.180075192333125
2003-02-17,6.046720069221839
2003-02-18,5.791292119656596
2003-02-19,5.652135176575379
2003-02-20,5.614640307315514
2003-02-21,5.482564145968095
2003-02-22,5.367447616733792
2003-02-23,5.25945021363116
2003-02-24,5.133935919132255
2003-02-25,4.957300163296138
2003-02-26,4.873391631565393
2003-02-27,4.7976238200849775
2003-02-28,4.734016462913804
2003-03-01,4.5063009303056845
2003-03-02,4.349753699323618
2003-03-03,4.324439330072152
2003-03-04,4.219675255436976
2003-03-05,4.148137538349977
2003-03-06,4.078170684876586
2003-03-07,4.028505378859719
2003-03-08,3.934448650759239
2003-03-09,3.713626982127413
2003-03-10,3.68827595751473
2003-03-11,3.715634193402279
2003-03-12,3.664968471208232
2003-03-13,3.556271982523736
2003-03-14,3.625619448926986
2003-03-15,3.572318580999766
2003-03-16,3.447931902899469
2003-03-17,3.4750353153743867
2003-03-18,3.4547849523928504
2003-03-19,3.563309153107097
2003-03-20,3.436335264476359
2003-03-21,3.538010935238645
2003-03-22,3.427762506795005
2003-03-23,3.503358032886303
2003-03-24,3.6147069317030347
2003-03-25,3.591893525073542
2003-03-26,3.573258292521533
2003-03-27,3.5846746419235047
2003-03-28,3.8835268374033385
2003-03-29,3.7578542005620736
2003-03-30,3.916929821452376
2003-03-31,3.96070172813386
2003-04-01,4.107809017732855
2003-04-02,4.143257541555694
2003-04-03,4.173348437665957
2003-04-04,4.3468240536136085
2003-04-05,4.596695054420519
2003-04-06,4.5799636111862245
2003-04-07,4.557304578066856
2003-04-08,4.743904605591872
2003-04-09,4.78619104607809
2003-04-10,4.7636326825150785
2003-04-11,4.975895976572213
2003-04-12,5.19548250112801
2003-04-13,5.366864726220537
2003-04-14,5.271844923715819
2003-04-15,5.55800708735417
2003-04-16,5.727518698785275
2003-04-17,5.859116023802161
2003-04-18,5.836623262550615
2003-04-19,6.127561580808327
2003-04-20,6.081468817500667
2003-04-21,6.272904919459566
2003-04-22,6.434540377222652
2003-04-23,6.486503606258013
2003-04-24,6.589540998471168
2003-04-25,6.598061633021282
2003-04-26,6.867832339874134
2003-04-27,6.840620403126312
2003-04-28,6.9051812220063775
2003-04-29,7.081399289586987
2003-04-30,7.103360262709229
2003-05-01,7.152741017620779
2003-05-02,7.238159996988692
2003-05-03,7.352777895464928
2003-05-04,7.314148915998381
2003-05-05,7.305292052312737
2003-05-06,7.346875351403529
2003-05-07,7.38542650923046
2003-05-08,7.529346225321809
2003-05-09,7.692606333328095
2003-05-10,7.814608466846153
2003-05-11,7.425891555317205
2003-05-12,7.495274320489212
2003-05-13,7.441200289381566
2003-05-14,7.52894607268491
2003-05-15,7.336270691283082
2003-05-16,7.219933184809711
2003-05-17,7.172962571163716
2003-05-18,7.3081890729364964
2003-05-19,7.21954557230923
2003-05-20,7.191072750481575
2003-05-21,7.20315671757407
2003-05-22,6.994491229956814
2003-05-23,6.872951509548863
2003-05-24,6.840886882525592
2003-05-25,6.701009740488853
2003-05-26,6.575676804957584
2003-05-27,6.659112562720374
2003-05-28,6.3900462197657575
2003-05-29,6.316626044221259
2003-05-30,6.251462528052811
2003-05-31,6.078312784880541
2003-06-01,6.002775782056991
2003-06-02,5.877495137650894
2003-06-03,5.499379659440665
2003-06-04,5.565345562872447
2003-06-05,5.395214894031914
2003-06-06,5.390473545888658
2003-06-07,5.076260873111646
2003-06-08,5.194215517053436
2003-06-09,5.037634679047288
2003-06-10,5.027463364026813
2003-06-11,4.736034556762692
2003-06-12,4.782621271535624
2003-06-13,4.516302548228551
2003-06-14,4.441111594827224
2003-06-15,4.42501562586971
2003-06-16,4.368585753062002
2003-06-17,4.255339138487609
2003-06-18,4.017605833559917
2003-06-19,4.043275019126351
2003-06-20,4.031271366399774
2003-06-21,3.8023332552689406
2003-06-22,3.683032880568168
2003-06-23,3.7139408083852534
2003-06-24,3.546273883743292
2003-06-25,3.636301961859072
2003-06-26,3.520995230422278
2003-06-27,3.478452261330124
2003-06-28,3.439470296740068
2003-06-29,3.426389167524976
2003-06-30,3.438780257456333
2003-07-01,3.2522765715700266
2003-07-02,3.5580572202782865
2003-07-03,3.4133774640250816
2003-07-04,3.442480721597616
2003-07-05,3.572843799200534
2003-07-06,3.52988804826971
2003-07-07,3.59667328857463
2003-07-08,3.601745874845125
2003-07-09,3.649388227099709
2003-07-10,3.709793927957948
2003-07-11,3.7693554053170057
2003-07-12,3.866818983391654
2003-07-13,4.111214786657848
2003-07-14,4.06260374429443
2003-07-15,3.956842554125236
2003-07-16,4.161788784460609
2003-07-17,4.3369791812973615
2003-07-18,4.422693463079138
