datetime,value
2001-12-31,5.487468242822395
2002-01-01,5.654026967132907
2002-01-02,5.615501680616105
2002-01-03,5.645766899579716
2002-01-04,5.898017591600543
2002-01-05,6.063814276904989
2002-01-06,6.175902520062382
2002-01-07,6.177943047304943
2002-01-08,6.554047093314609
2002-01-09,6.482358050787487
2002-01-10,6.526516917660612
2002-01-11,6.641072617351803
2002-01-12,6.798068653882297
2002-01-13,6.855462721602798
2002-01-14,6.898393396111647
2002-01-15,7.013033534045341
2002-01-16,7.106216609641848
2002-01-17,7.030590825665627
2002-01-18,7.217012320337287
2002-01-19,7.23809678775651
2002-01-20,7.331407514419602
2002-01-21,7.299156280487999
2002-01-22,7.465900672322139
2002-01-23,7.54027167396795
2002-01-24,7.428083130807646
2002-01-25,7.204567009313366
2002-01-26,7.422672147352279
2002-01-27,7.514602960349944
2002-01-28,7.502258067246633
2002-01-29,7.668253071829972
2002-01-30,7.392848700718535
2002-01-31,7.392083403081567
2002-02-01,7.212193836718934
2002-02-02,7.245094136981776
2002-02-03,7.310432557137063
2002-02-04,7.259310803685518
2002-02-05,7.273340939345718
2002-02-06,7.075584716292472
2002-02-07,7.034741759900617
2002-02-08,6.877662652160553
2002-02-09,6.813938107065922
2002-02-10,6.6440378712281465
2002-02-11,6.716871416886505
2002-02-12,6.693521468153647
2002-02-13,6.418151474432088
2002-02-14,6.35744310237126
2002-02-15,6.227841927613831
2002-02-16,5.827584914172499
2002-02-17,5.963300521038828
2002-02-18,5.751151023094412
2002-02-19,5.675139744853311
2002-02-20,5.618620167209045
2002-02-21,5.45934791306616
2002-02-22,5.425936603513037
2002-02-23,5.33479569751551
2002-02-24,5.039587630661765
2002-02-25,4.980971330046732
2002-02-26,4.863032409034843
2002-02-27,4.732332621652349
2002-02-28,4.647353713289351
2002-03-01,4.601843599455792
2002-03-02,4.517937228123819
2002-03-03,4.341316039073253
2002-03-04,4.284991394427669
2002-03-05,4.280146626336849
2002-03-06,3.9594010844868603
2002-03-07,4.038913400603847
2002-03-08,3.980420193179421
2002-03-09,3.7223650489029096
2002-03-10,3.800865382064926
2002-03-11,3.7821762320660213
2002-03-12,3.706542821138457
2002-03-13,3.5340889658185666
2002-03-14,3.4838204221310924
2002-03-15,3.507742229599149
2002-03-16,3.620890216467204
2002-03-17,3.581111368375407
2002-03-18,3.5096786913921423
2002-03-19,3.5531345522972377
2002-03-20,3.5113094646014567
2002-03-21,3.5578249847505687
2002-03-22,3.481186522911837
2002-03-23,3.49125865534172
2002-03-24,3.5593447606844606
2002-03-25,3.592902604709769
2002-03-26,3.7242522125211623
2002-03-27,3.679720144768469
2002-03-28,3.6384484237916896
2002-03-29,3.7770537638510016
2002-03-30,3.78718002039564
2002-03-31,3.856472227034088
2002-04-01,3.950268845626393
2002-04-02,4.139616303866439
2002-04-03,4.187965398755826
2002-04-04,4.31510494776749
2002-04-05,4.248556314355762
2002-04-06,4.491448287512368
2002-04-07,4.633534906193707
2002-04-08,4.742293714337774
2002-04-09,4.665366537783337
2002-04-10,5.007464393727651
2002-04-11,5.062636329271792
2002-04-12,5.079243279560816
2002-04-13,5.343048013744689
2002-04-14,5.265458800567366
2002-04-15,5.5460054613382
2002-04-16,5.571550652939528
2002-04-17,5.764774696187168
2002-04-18,5.927637555839645
2002-04-19,5.948869268234419
2002-04-20,6.062643566894649
2002-04-21,6.2697345034142975
2002-04-22,6.326895018717238
2002-04-23,6.481847643376162
2002-04-24,6.514924435314619
2002-04-25,6.595659837110934
2002-04-26,6.806496148208123
2002-04-27,6.762818047104239
2002-04-28,7.011055231243098
2002-04-29,7.031780056543678
2002-04-30,6.941071014906341
2002-05-01,7.229925249682559
2002-05-02,7.216069910287666
2002-05-03,7.303315928215522
2002-05-04,7.450023855751389
2002-05-05,7.301976705264782
2002-05-06,7.170790712926219
2002-05-07,7.467238331848846
2002-05-08,7.489233060032709
2002-05-09,7.342477981647085
2002-05-10,7.743543460330389
2002-05-11,7.148034151545743
2002-05-12,7.434482394875012
2002-05-13,7.463455041299958
2002-05-14,7.332749840587585
2002-05-15,7.4570095289397225
2002-05-16,7.513712040732805
2002-05-17,7.200343692356718
2002-05-18,7.186208808147241
2002-05-19,7.164272498392261
2002-05-20,7.081169266208281
2002-05-21,7.295522035524853
2002-05-22,6.888223127861278
2002-05-23,6.957848537788571
2002-05-24,6.891393729144584
2002-05-25,6.850140899989576
2002-05-26,6.586670104717824
2002-05-27,6.506432817469428
2002-05-28,6.3255192342921625
2002-05-29,6.270905868212104
2002-05-30,6.28111849122622
2002-05-31,6.043285395673901
2002-06-01,6.02779362111928
2002-06-02,5.8349109185048365
2002-06-03,5.826148007477325
2002-06-04,5.607730957696155
2002-06-05,5.606625816213879
2002-06-06,5.446048686012284
2002-06-07,5.077030668635458
2002-06-08,5.211542889593339
2002-06-09,5.002292514392147
2002-06-10,4.889828710900537
2002-06-11,4.710814396556128
2002-06-12,4.684014139442322
2002-06-13,4.445338775862304
2002-06-14,4.435423096801732
2002-06-15,4.318038532541355
2002-06-16,4.377732986954146
2002-06-17,4.072351353782093
2002-06-18,4.104403217312881
2002-06-19,4.119536655950746
2002-06-20,3.8904778208284574
2002-06-21,3.831417298628981
2002-06-22,3.750155683066288
2002-06-23,3.7543721872872093
2002-06-24,3.7463975339476048
